4,5,8
angry,disgust,fear,happy,sad,surprise,neutral
0.0,0.0,0.045454545454545456,0.8409090909090909,0.0,0.0,0.11363636363636363
angry,disgust,fear,happy,sad,surprise,neutral
0.0,0.0,0.045454545454545456,0.8409090909090909,0.0,0.0,0.11363636363636363
